respondent_id,age_group,region,city_tier,occupation,monthly_hh_income,education,marital_status,purchase_frequency,last_purchase_recency,monthly_spend_inr,avg_items_per_order,preferred_channel,purchase_occasion,has_returned_product,gifting_behaviour,products_interested,preferred_fabric,preferred_colors,preferred_prints,price_range_apparel,price_range_bedding,clothing_size,style_identity,brand_loyalty,madein_india_importance,discovery_channel,discount_preference,referral_propensity,current_satisfaction,main_pain_point,zaria_interest_label
ZF0543,25-34,NorthEast,Metro,Business,60k-1L,PostGrad,Single,Weekly,1-3mo,3940,2-3,D2C_Brand,Birthday|Wedding,OnceOrTwice,Frequently,IndoWestern|SalwarSuit|CoordSet|Dupatta,Cotton,Blue|Black,TieDye|Solid,500-999,<800,XXL,EthnicComfort,StickTo1-2,4,WordOfMouth|Instagram,LoyaltyPoints,6,5,DifficultReturn,2
ZF0544,18-24,South,Metro,Student,<15k,12th,Married,Monthly,1-3mo,1083,2-3,Instagram_Seller|Amazon|YouTube,Diwali,Unhappy_NoReturn,SelfOnly,Kurti|CoordSet|Dupatta,Georgette,Pink|Yellow,DigitalPrint|Floral,<500,3000-5000,XS,FusionForward,NoBrandPreference,9,MeeshoApp|WhatsApp,FlatDiscount,7,6,LessTraditional,1
ZF0545,25-34,West,Metro,Salaried_Pvt,60k-1L,PostGrad,Married_with_kids,Bimonthly,1-3mo,3731,4-5,Instagram_Seller|Myntra,NoOccasion|Wedding|Diwali,OnceOrTwice,Frequently,NightSuit|Dupatta,Cotton,Black,Solid|BlockPrint|Floral,1000-1999,<800,S,FusionForward,SwitchByPrice,7,Instagram,FlatDiscount,6,6,DifficultReturn,2
ZF0546,Under18,West,Metro,Student,15k-30k,Below10th,Single,Monthly,6-12mo,1056,1,Instagram_Seller|Myntra|Amazon,Diwali|Birthday,OnceOrTwice,Rarely,Saree|NightSuit|CoordSet,Linen,Pink|Blue,Embroidery,<500,<800,L,FusionForward,ExperimentsFreely,5,MeeshoApp|YouTube,BundleCombo,7,3,FabricQuality,2
ZF0547,25-34,North,Rural,Homemaker,15k-30k,Below10th,Married_with_kids,Quarterly,3-6mo,919,1,WhatsApp_Seller|WordOfMouth,Diwali|Holi|Wedding,NeverReturned,Rarely,Saree|Dupatta|NightSuit,Silk,Orange|Red|Blue,Checks|Embroidery,<500,1500-2999,L,OccasionDriven,StickTo1-2,7,WordOfMouth|PhysicalStore,Buy2Get1,7,2,HighPrice,0
ZF0548,55+,East,Rural,Salaried_Pvt,<15k,12th,Married_with_kids,Monthly,>1yr,616,1,LocalStore,Holi,NeverReturned,Rarely,Saree|BeddingSet|SalwarSuit|NightSuit,Cotton,Red,Embroidery|BlockPrint,500-999,1500-2999,S,TraditionallyRooted,NoBrandPreference,7,PhysicalStore,BundleCombo,5,2,HighPrice,0
ZF0549,35-44,East,Rural,Homemaker,15k-30k,Below10th,Married_with_kids,OccasionOnly,6-12mo,1589,1,Amazon|WordOfMouth,Holi|Wedding|Diwali,NeverReturned,Occasionally,Saree|NightSuit,Rayon|Cotton,Pink|White,Floral|Embroidery,500-999,<800,XL,OccasionDriven,StickTo1-2,8,TV_Newspaper,FlatDiscount,6,1,LimitedDesign,1
ZF0550,25-34,North,Metro,Salaried_Pvt,30k-60k,PostGrad,Married,Quarterly,6-12mo,14000,6+,Meesho|Myntra,Holi,OnceOrTwice,SelfOnly,Dupatta|CoordSet|SalwarSuit|NightSuit,Rayon|Linen,Red|Black|Orange,Embroidery|Floral,2000-3999,800-1499,XL,EthnicComfort,ExperimentsFreely,1,WhatsApp|Instagram,FestivalSale,6,2,SlowDelivery,2
ZF0551,45-55,East,Tier2,Homemaker,15k-30k,Graduate,Single,Quarterly,6-12mo,789,1,WhatsApp_Seller|Meesho|Amazon,NoOccasion,NeverReturned,Rarely,Kurti|BeddingSet|SalwarSuit|CoordSet|Dupatta,CottonBlend|Cotton,Printed|Red|Beige,Solid,500-999,<800,3XL+,OccasionDriven,SwitchByPrice,8,MeeshoApp|WordOfMouth,FestivalSale,7,8,HighPrice,0
ZF0552,45-55,East,Tier3,Salaried_Pvt,30k-60k,12th,Married,Weekly,3-6mo,1997,1,Meesho|WhatsApp_Seller|Amazon,Wedding|Eid,NeverReturned,Frequently,SalwarSuit|CoordSet|Saree|Kurti|NightSuit,CottonBlend|Rayon,Blue|Green,Floral,<500,800-1499,XXL,TraditionallyRooted,NoBrandPreference,8,Instagram|WhatsApp|WordOfMouth,FestivalSale,7,4,FabricQuality,2
ZF0553,45-55,North,Tier2,Homemaker,<15k,Below10th,Married,Bimonthly,6-12mo,1966,2-3,Meesho|LocalStore,Diwali|Wedding,Unhappy_NoReturn,Frequently,BeddingSet|Saree|NightSuit|Kurti|SalwarSuit,Cotton|Polyester,White|Red|Pink,Floral,500-999,<800,L,OccasionDriven,NoBrandPreference,9,WhatsApp,BundleCombo,10,4,FabricQuality,1
ZF0554,35-44,West,Tier3,Salaried_Govt,<15k,Graduate,Married_with_kids,Monthly,1-3mo,1258,2-3,Meesho|Amazon|WhatsApp_Seller,Birthday|Wedding,OnceOrTwice,Frequently,SalwarSuit|NightSuit,Cotton,White|Red|Orange,TieDye|Floral|Solid,<500,<800,XL,EthnicComfort,ExperimentsFreely,8,WordOfMouth,Buy2Get1,6,2,SlowDelivery,2
ZF0555,35-44,North,Rural,Salaried_Govt,60k-1L,PostGrad,Married_with_kids,OccasionOnly,6-12mo,874,1,WordOfMouth|LocalStore,Diwali|Birthday,NeverReturned,Rarely,Saree|SalwarSuit,Linen,White,TieDye,500-999,800-1499,3XL+,TraditionallyRooted,NoBrandPreference,8,WordOfMouth,Buy2Get1,7,2,LimitedDesign,0
ZF0556,45-55,North,Tier2,Homemaker,60k-1L,12th,Married,Monthly,3-6mo,1094,2-3,LocalStore,Wedding|Holi,NeverReturned,Frequently,NightSuit|Kurti|SalwarSuit,Rayon,Green|Red,Embroidery|Solid,500-999,800-1499,S,TraditionallyRooted,SwitchByPrice,8,WordOfMouth|YouTube|Instagram,FlatDiscount,9,5,SlowDelivery,1
ZF0557,35-44,West,Tier2,Business,<15k,12th,Single,Quarterly,1-3mo,1719,6+,WhatsApp_Seller|Amazon|Meesho,Diwali|Birthday,NeverReturned,Occasionally,Kurti|Saree|BeddingSet|SalwarSuit|Dupatta,Rayon,Yellow,Floral|Checks,500-999,5000+,M,TraditionallyRooted,NoBrandPreference,8,MeeshoApp|WordOfMouth,Buy2Get1,5,6,LimitedDesign,1
ZF0558,25-34,South,Tier2,Salaried_Pvt,>1L,Graduate,Other,OccasionOnly,1-3mo,5237,4-5,Amazon,Diwali|Wedding,OnceOrTwice,Occasionally,CoordSet|IndoWestern|Kurti|Dupatta|SalwarSuit,Rayon,Pink|Beige,Checks,1000-1999,1500-2999,XL,FusionForward,ExperimentsFreely,6,WordOfMouth|Instagram,BundleCombo,7,7,DifficultReturn,1
ZF0559,55+,Central,Rural,Homemaker,60k-1L,Graduate,Married,Quarterly,>1yr,1792,1,WordOfMouth,Wedding,NeverReturned,Rarely,Saree|SalwarSuit|CoordSet,Cotton|Silk,Orange|Red|Blue,Embroidery|BlockPrint,<500,1500-2999,XXL,TraditionallyRooted,SwitchByPrice,7,PhysicalStore,FestivalSale,4,3,FabricQuality,0
ZF0560,18-24,North,Tier2,Salaried_Pvt,>1L,Graduate,Single,Monthly,<1mo,2151,1,Amazon,NoOccasion,NeverReturned,SelfOnly,IndoWestern|SalwarSuit|Kurti,Rayon,Blue|White,Geometric|Solid|Floral,1000-1999,1500-2999,L,EthnicComfort,ExperimentsFreely,7,YouTube|Instagram,FreeShipping,4,8,SizingIssue,2
ZF0561,45-55,North,Metro,Homemaker,15k-30k,PostGrad,Married_with_kids,Quarterly,1-3mo,1088,4-5,WhatsApp_Seller|Meesho|LocalStore,Diwali|Wedding|Birthday,Unhappy_NoReturn,Occasionally,Kurti|SalwarSuit|BeddingSet|Saree,Linen,Yellow|Pink,BlockPrint|Floral|Checks,1000-1999,800-1499,XL,TraditionallyRooted,SwitchByPrice,7,MeeshoApp,FlatDiscount,7,3,LimitedDesign,2
ZF0562,35-44,South,Tier3,Salaried_Govt,15k-30k,12th,Married,Quarterly,3-6mo,1894,2-3,WhatsApp_Seller,NoOccasion|Wedding,MultipleReturns,Occasionally,Kurti|Saree|Dupatta|SalwarSuit,CottonBlend|Cotton,Yellow|Blue|Printed,Floral|Embroidery|DigitalPrint,500-999,1500-2999,L,TraditionallyRooted,StickTo1-2,7,MeeshoApp|WhatsApp,FlatDiscount,10,4,SlowDelivery,1
ZF0563,25-34,Central,Tier2,Salaried_Govt,<15k,Graduate,Married,OccasionOnly,<1mo,1550,6+,WhatsApp_Seller|Meesho,NoOccasion,Unhappy_NoReturn,Rarely,Kurti|Saree|SalwarSuit|BeddingSet,Polyester|Rayon,Red|Pink,BlockPrint|TieDye|Embroidery,1000-1999,3000-5000,L,TraditionallyRooted,StickTo1-2,7,MeeshoApp|WhatsApp,FlatDiscount,7,7,HighPrice,1
ZF0564,18-24,West,Metro,Salaried_Pvt,15k-30k,Graduate,Married_with_kids,Quarterly,<1mo,684,1,Myntra|Amazon,Birthday|NoOccasion,MultipleReturns,Rarely,IndoWestern|NightSuit,Rayon|Linen,Blue|Orange|White,Geometric|Checks|DigitalPrint,500-999,1500-2999,S,OccasionDriven,ExperimentsFreely,5,YouTube,LoyaltyPoints,4,3,SlowDelivery,2
ZF0565,55+,North,Tier2,Homemaker,<15k,Below10th,Married_with_kids,OccasionOnly,3-6mo,625,1,LocalStore|WordOfMouth,Diwali|Birthday,NeverReturned,Occasionally,SalwarSuit|Saree|CoordSet|BeddingSet,Linen,Green,TieDye|Embroidery,<500,<800,XL,TraditionallyRooted,SwitchByPrice,8,PhysicalStore|WordOfMouth,Buy2Get1,3,2,SlowDelivery,1
ZF0566,45-55,North,Tier3,Business,<15k,12th,Single,OccasionOnly,<1mo,1927,1,WhatsApp_Seller|LocalStore|Meesho,Holi|NoOccasion|Wedding,OnceOrTwice,Rarely,SalwarSuit|TowelSet|BeddingSet,Cotton|Polyester,Pink,Floral|Embroidery,500-999,1500-2999,M,EthnicComfort,SwitchByPrice,6,WhatsApp|PhysicalStore,Buy2Get1,6,6,LimitedDesign,1
ZF0567,45-55,North,Tier2,Homemaker,15k-30k,12th,Married_with_kids,Quarterly,1-3mo,2166,1,Meesho,Holi|Wedding,Unhappy_NoReturn,Rarely,SalwarSuit|Dupatta|Kurti,CottonBlend|Cotton,Green,Embroidery|Floral|BlockPrint,500-999,800-1499,L,EthnicComfort,SwitchByPrice,6,TV_Newspaper|WordOfMouth,FestivalSale,8,5,HighPrice,1
ZF0568,18-24,South,Tier3,Student,<15k,12th,Single,Quarterly,<1mo,779,4-5,Myntra|Amazon,NoOccasion|Wedding|Birthday,MultipleReturns,Rarely,Dupatta|IndoWestern|Kurti|CoordSet,Cotton,White|Black|Red,Embroidery|DigitalPrint,500-999,1500-2999,M,FusionForward,SwitchByPrice,3,MeeshoApp,BundleCombo,7,3,SizingIssue,1
ZF0569,25-34,West,Metro,Salaried_Pvt,15k-30k,PostGrad,Married_with_kids,Bimonthly,1-3mo,3995,2-3,Myntra,Diwali|NoOccasion|Birthday,MultipleReturns,Rarely,Kurti|CoordSet|Dupatta,CottonBlend,Printed|White|Blue,DigitalPrint|BlockPrint,2000-3999,800-1499,XL,OccasionDriven,SwitchByPrice,7,Instagram|TV_Newspaper|MeeshoApp,Buy2Get1,4,5,DifficultReturn,1
ZF0570,25-34,North,Tier2,Salaried_Pvt,>1L,PostGrad,Married,OccasionOnly,<1mo,4745,4-5,D2C_Brand,Diwali|NoOccasion,Unhappy_NoReturn,Frequently,Saree|SalwarSuit|TowelSet,Linen|CottonBlend,Blue,Solid,500-999,800-1499,3XL+,HomeFirst,StickTo1-2,7,WordOfMouth|TV_Newspaper,LoyaltyPoints,3,4,SlowDelivery,0
ZF0571,18-24,North,Metro,Freelancer,15k-30k,Graduate,Single,Monthly,<1mo,1401,6+,Amazon|D2C_Brand|Myntra,Birthday|Wedding,OnceOrTwice,Occasionally,Kurti|Saree|NightSuit,Rayon,Blue|Pink|White,Solid|Floral,<500,1500-2999,S,EthnicComfort,ExperimentsFreely,7,YouTube|MeeshoApp,Buy2Get1,2,8,HighPrice,2
ZF0572,25-34,North,Metro,Student,<15k,Graduate,Married,Monthly,1-3mo,200,4-5,Myntra|Instagram_Seller|Meesho,Birthday|NewYear,NeverReturned,Occasionally,Dupatta|Kurti|CoordSet,Cotton,Printed|Black|Pink,Floral,1000-1999,1500-2999,XS,FusionForward,StickTo1-2,5,Instagram|WhatsApp,Buy2Get1,5,1,HighPrice,0
ZF0573,45-55,East,Rural,Salaried_Govt,<15k,Graduate,Married_with_kids,Monthly,1-3mo,2766,6+,Meesho|Amazon|LocalStore,Diwali|Birthday|Wedding,OnceOrTwice,Occasionally,TowelSet|NightSuit|BeddingSet|Dupatta|SalwarSuit,Polyester|Linen,Pink|Orange,BlockPrint|TieDye|Floral,1000-1999,800-1499,L,TraditionallyRooted,NoBrandPreference,6,MeeshoApp,FlatDiscount,4,3,LimitedDesign,2
ZF0574,35-44,South,Rural,Homemaker,30k-60k,Below10th,Married,Weekly,3-6mo,436,1,WordOfMouth|LocalStore,Eid|Wedding|NoOccasion,NeverReturned,Occasionally,Saree|NightSuit|SalwarSuit|Kurti,Cotton|CottonBlend,Yellow,TieDye,<500,1500-2999,XXL,TraditionallyRooted,ExperimentsFreely,7,WordOfMouth,Buy2Get1,7,7,LessTraditional,0
ZF0575,25-34,NorthEast,Metro,Salaried_Pvt,60k-1L,PostGrad,Married_with_kids,Monthly,<1mo,4261,1,Amazon|Myntra,Birthday|NoOccasion,NeverReturned,Occasionally,IndoWestern|CoordSet|Kurti,Rayon|Cotton,Blue,Floral|Solid,<500,1500-2999,XXL,FusionForward,ExperimentsFreely,5,PhysicalStore,FreeShipping,4,5,SlowDelivery,1
ZF0576,45-55,North,Rural,Homemaker,>1L,Graduate,Married_with_kids,Monthly,1-3mo,6052,2-3,Meesho,Holi|NoOccasion,NeverReturned,Frequently,SalwarSuit|Kurti|Dupatta,Polyester,Yellow|Green|Red,BlockPrint|Solid,1000-1999,800-1499,XL,HomeFirst,NoBrandPreference,5,WordOfMouth|WhatsApp|TV_Newspaper,LoyaltyPoints,6,2,HighPrice,1
ZF0577,45-55,West,Tier2,Homemaker,15k-30k,PostGrad,Married_with_kids,Bimonthly,<1mo,763,2-3,WhatsApp_Seller|LocalStore,Wedding|Diwali|Eid,OnceOrTwice,Occasionally,Kurti|SalwarSuit,Cotton|CottonBlend,Red|Blue|Printed,TieDye|BlockPrint,1000-1999,1500-2999,M,FusionForward,ExperimentsFreely,6,MeeshoApp,BundleCombo,7,2,HighPrice,1
ZF0578,45-55,East,Tier3,Homemaker,<15k,Below10th,Single,Quarterly,<1mo,939,1,WhatsApp_Seller,Wedding|Eid|Birthday,Unhappy_NoReturn,Rarely,NightSuit|Saree|SalwarSuit|Dupatta,Polyester,Red|Yellow|Orange,Embroidery|BlockPrint,500-999,<800,XXL,OccasionDriven,StickTo1-2,8,WordOfMouth|PhysicalStore,BundleCombo,8,2,FabricQuality,0
ZF0579,25-34,West,Tier2,Business,60k-1L,Graduate,Married,Bimonthly,<1mo,2020,4-5,Myntra|Meesho|Amazon,Holi,OnceOrTwice,Occasionally,CoordSet|SalwarSuit,Cotton|Georgette,Printed|Green|Beige,DigitalPrint|Geometric,500-999,3000-5000,3XL+,EthnicComfort,SwitchByPrice,5,Instagram,FreeShipping,10,7,DifficultReturn,1
ZF0580,Under18,North,Tier3,Freelancer,15k-30k,Graduate,Single,Monthly,1-3mo,7000,6+,D2C_Brand,Diwali,OnceOrTwice,SelfOnly,IndoWestern|CoordSet,Georgette,Pink,Solid|Geometric,<500,800-1499,L,FusionForward,NoBrandPreference,7,YouTube|PhysicalStore,FestivalSale,10,4,SizingIssue,2
ZF0581,25-34,NorthEast,Metro,Salaried_Pvt,>1L,Graduate,Other,Bimonthly,<1mo,4207,2-3,D2C_Brand|Myntra,NoOccasion|Wedding|Birthday,MultipleReturns,Frequently,CoordSet|NightSuit|IndoWestern,CottonBlend|Cotton,Red|Pink|White,DigitalPrint|Solid,2000-3999,1500-2999,XL,FusionForward,StickTo1-2,6,MeeshoApp|Instagram|YouTube,FlatDiscount,5,8,LimitedDesign,1
ZF0582,18-24,West,Tier2,Business,60k-1L,Graduate,Married,Weekly,1-3mo,2179,2-3,Myntra|D2C_Brand|Amazon,Diwali|Wedding,OnceOrTwice,Frequently,CoordSet|NightSuit|Kurti|IndoWestern,Georgette|Cotton,Blue,Solid,1000-1999,<800,S,OccasionDriven,StickTo1-2,6,YouTube|MeeshoApp,FestivalSale,10,9,FabricQuality,0
ZF0583,25-34,South,Rural,Salaried_Govt,<15k,Graduate,Married_with_kids,OccasionOnly,1-3mo,941,1,LocalStore,Diwali,NeverReturned,Frequently,SalwarSuit|Dupatta|Saree|NightSuit,Cotton|CottonBlend,White,Floral|Embroidery|BlockPrint,500-999,1500-2999,L,TraditionallyRooted,StickTo1-2,10,PhysicalStore|WordOfMouth,Buy2Get1,5,6,SizingIssue,0
ZF0584,25-34,West,Tier3,Retired,<15k,12th,Married_with_kids,OccasionOnly,6-12mo,1113,2-3,WhatsApp_Seller,Diwali|Wedding,Unhappy_NoReturn,Occasionally,Kurti|SalwarSuit|Saree,Cotton|CottonBlend,Pink|Red,Checks|TieDye|BlockPrint,500-999,<800,L,OccasionDriven,SwitchByPrice,9,PhysicalStore|WhatsApp,FreeShipping,7,2,FabricQuality,1
ZF0585,35-44,North,Tier2,Homemaker,>1L,12th,Married_with_kids,Monthly,<1mo,1867,4-5,Amazon,Wedding|Eid,OnceOrTwice,SelfOnly,Kurti|SalwarSuit|BeddingSet,CottonBlend,Pink,Floral,1000-1999,<800,S,TraditionallyRooted,NoBrandPreference,8,WhatsApp|WordOfMouth|MeeshoApp,BundleCombo,7,6,FabricQuality,1
ZF0586,18-24,West,Tier2,Freelancer,15k-30k,12th,Married,Weekly,<1mo,1801,6+,Meesho|Instagram_Seller|D2C_Brand,NoOccasion|Holi|Birthday,MultipleReturns,SelfOnly,IndoWestern|NightSuit|SalwarSuit,CottonBlend|Cotton,Pink|Blue|White,DigitalPrint,1000-1999,<800,L,FusionForward,ExperimentsFreely,3,Instagram|YouTube|MeeshoApp,FlatDiscount,5,10,HighPrice,2
ZF0587,45-55,West,Tier2,Salaried_Govt,15k-30k,12th,Married,Bimonthly,3-6mo,1165,6+,Myntra|WhatsApp_Seller|Meesho,Birthday|Diwali|Wedding,OnceOrTwice,Frequently,SalwarSuit|NightSuit|Kurti|IndoWestern,Rayon,Red|Green,BlockPrint|TieDye,<500,800-1499,XL,HomeFirst,NoBrandPreference,8,WhatsApp|WordOfMouth,FreeShipping,7,4,HighPrice,2
ZF0588,18-24,East,Tier2,Student,15k-30k,Graduate,Married,Monthly,3-6mo,536,2-3,YouTube|Myntra,Holi|NewYear|Diwali,OnceOrTwice,Rarely,NightSuit|BeddingSet|IndoWestern,Polyester|Rayon,Black,Floral|Solid|DigitalPrint,2000-3999,1500-2999,S,TraditionallyRooted,ExperimentsFreely,8,Instagram,FreeShipping,6,8,SizingIssue,1
ZF0589,18-24,West,Metro,Salaried_Pvt,60k-1L,12th,Single,Bimonthly,3-6mo,4936,1,Myntra|Instagram_Seller|Amazon,NoOccasion,MultipleReturns,Rarely,Kurti|IndoWestern,Georgette,Green|Blue,Floral|BlockPrint,1000-1999,5000+,S,OccasionDriven,SwitchByPrice,6,Instagram,FlatDiscount,5,7,SizingIssue,1
ZF0590,45-55,West,Metro,Salaried_Govt,60k-1L,PostGrad,Married_with_kids,Bimonthly,<1mo,5114,4-5,MallStore,Wedding,Unhappy_NoReturn,Occasionally,SalwarSuit|BeddingSet|Kurti|CoordSet,Silk|Linen,Beige,Solid|BlockPrint|Embroidery,2000-3999,1500-2999,XL,HomeFirst,SwitchByPrice,2,WordOfMouth,LoyaltyPoints,7,4,SizingIssue,0
ZF0591,25-34,NorthEast,Metro,Salaried_Govt,<15k,Below10th,Married,OccasionOnly,1-3mo,1806,1,Meesho|Amazon|WhatsApp_Seller,Diwali,Unhappy_NoReturn,Rarely,NightSuit|SalwarSuit|Kurti|Dupatta,Polyester|CottonBlend,Yellow|Red|Blue,Embroidery,<500,<800,XL,TraditionallyRooted,ExperimentsFreely,10,WordOfMouth|WhatsApp|MeeshoApp,Buy2Get1,8,5,HighPrice,1
ZF0592,25-34,Central,Tier2,Homemaker,60k-1L,Below10th,Married,Quarterly,<1mo,1856,4-5,LocalStore,Wedding|Diwali|NoOccasion,Unhappy_NoReturn,Rarely,Kurti|BeddingSet|SalwarSuit|NightSuit,Rayon,Red|Printed|Yellow,Embroidery,<500,5000+,3XL+,HomeFirst,ExperimentsFreely,9,TV_Newspaper|WordOfMouth,FlatDiscount,5,6,LimitedDesign,2
ZF0593,45-55,NorthEast,Rural,Homemaker,<15k,12th,Married_with_kids,Bimonthly,>1yr,997,2-3,WhatsApp_Seller|LocalStore,Diwali|Wedding|Birthday,OnceOrTwice,Occasionally,NightSuit|Saree,Silk,Green|Printed|Blue,Checks|Solid,<500,800-1499,3XL+,TraditionallyRooted,SwitchByPrice,8,PhysicalStore,FlatDiscount,9,5,LessTraditional,1
ZF0594,35-44,North,Tier3,Business,<15k,Below10th,Married_with_kids,Bimonthly,6-12mo,842,1,WhatsApp_Seller|Amazon|Meesho,Diwali|Wedding,Unhappy_NoReturn,Rarely,BeddingSet|Kurti|NightSuit|SalwarSuit|Saree,Rayon,Pink|Red,TieDye|BlockPrint|Floral,500-999,1500-2999,3XL+,EthnicComfort,SwitchByPrice,9,WhatsApp|MeeshoApp|WordOfMouth,FlatDiscount,7,8,LimitedDesign,1
ZF0595,45-55,East,Rural,Salaried_Govt,15k-30k,12th,Married,OccasionOnly,3-6mo,657,2-3,LocalStore,Wedding|Holi,NeverReturned,Occasionally,Saree|Dupatta,Cotton|Rayon,Yellow|Red,Floral,<500,800-1499,S,OccasionDriven,StickTo1-2,8,WordOfMouth|PhysicalStore,BundleCombo,2,7,LimitedDesign,1
ZF0596,25-34,North,Metro,Homemaker,<15k,Graduate,Married,OccasionOnly,<1mo,200,4-5,Amazon|Myntra,NoOccasion|Birthday|NewYear,NeverReturned,Frequently,SalwarSuit|IndoWestern,Georgette|Cotton,Printed|Orange,DigitalPrint|Embroidery,1000-1999,1500-2999,M,FusionForward,NoBrandPreference,3,Instagram|PhysicalStore,FreeShipping,4,3,LimitedDesign,2
ZF0597,25-34,North,Metro,Salaried_Pvt,<15k,PostGrad,Single,Bimonthly,3-6mo,1477,2-3,Amazon|D2C_Brand,NewYear,OnceOrTwice,Occasionally,IndoWestern|SalwarSuit|CoordSet|Kurti|Dupatta,Rayon,Pink|Printed,Embroidery|Floral,1000-1999,1500-2999,S,EthnicComfort,NoBrandPreference,3,Instagram,FlatDiscount,8,3,FabricQuality,2
ZF0598,25-34,East,Tier2,Salaried_Govt,30k-60k,Graduate,Married,Bimonthly,1-3mo,1551,2-3,Myntra|Meesho,Wedding,OnceOrTwice,Rarely,Kurti|IndoWestern|CoordSet,Georgette,Blue,DigitalPrint|Embroidery,1000-1999,<800,S,TraditionallyRooted,SwitchByPrice,6,WordOfMouth|YouTube,LoyaltyPoints,3,4,DifficultReturn,2
ZF0599,18-24,Central,Metro,Student,<15k,PostGrad,Married,Quarterly,1-3mo,2128,1,Amazon|D2C_Brand,Birthday|NoOccasion|Holi,MultipleReturns,Occasionally,Kurti|SalwarSuit,Rayon,Orange|Blue,BlockPrint|Checks|Geometric,1000-1999,1500-2999,L,EthnicComfort,SwitchByPrice,5,MeeshoApp|YouTube|WordOfMouth,FestivalSale,8,7,SlowDelivery,2
ZF0600,18-24,NorthEast,Metro,Student,15k-30k,Graduate,Single,Bimonthly,1-3mo,1619,2-3,Myntra,NoOccasion|Wedding|NewYear,Unhappy_NoReturn,Occasionally,BeddingSet|Kurti,Cotton,Red|Black|Pink,Solid,<500,800-1499,S,HomeFirst,ExperimentsFreely,7,PhysicalStore|WhatsApp,FreeShipping,8,8,HighPrice,1
ZF0601,25-34,North,Tier2,Salaried_Govt,60k-1L,Graduate,Married,OccasionOnly,3-6mo,6093,2-3,MallStore|D2C_Brand,NoOccasion,NeverReturned,Frequently,NightSuit|TowelSet,Linen|Silk,Printed|Blue,Floral,1000-1999,1500-2999,L,EthnicComfort,StickTo1-2,4,WordOfMouth,FlatDiscount,5,6,SizingIssue,0
ZF0602,45-55,West,Tier2,Salaried_Pvt,60k-1L,PostGrad,Married,Monthly,1-3mo,3391,2-3,Myntra,Wedding,MultipleReturns,SelfOnly,Kurti|NightSuit,Silk|Cotton,Yellow|Beige|Red,Floral|Solid|Embroidery,1000-1999,<800,L,EthnicComfort,ExperimentsFreely,3,Instagram,FlatDiscount,4,3,FabricQuality,2
ZF0603,45-55,Central,Rural,Homemaker,>1L,Graduate,Married,OccasionOnly,1-3mo,831,2-3,LocalStore|WordOfMouth,Wedding|Diwali,MultipleReturns,Rarely,Saree,Georgette,Red|Green,Embroidery|Solid,<500,1500-2999,3XL+,EthnicComfort,NoBrandPreference,9,WhatsApp,Buy2Get1,3,9,HighPrice,1
ZF0604,25-34,East,Metro,Freelancer,<15k,Graduate,Single,Bimonthly,1-3mo,1039,6+,Amazon,NoOccasion|NewYear|Holi,MultipleReturns,Rarely,CoordSet|IndoWestern,Georgette|CottonBlend,Yellow|Blue|Black,Geometric,1000-1999,800-1499,3XL+,FusionForward,StickTo1-2,2,WhatsApp|Instagram|YouTube,Buy2Get1,7,4,SizingIssue,1
ZF0605,18-24,South,Metro,Student,<15k,12th,Single,Bimonthly,3-6mo,1194,1,Amazon|D2C_Brand|Myntra,NoOccasion,MultipleReturns,SelfOnly,NightSuit|CoordSet,Rayon,Pink|Blue,DigitalPrint|Floral,1000-1999,800-1499,M,FusionForward,SwitchByPrice,5,Instagram|YouTube|WhatsApp,FestivalSale,7,7,LimitedDesign,1
ZF0606,25-34,North,Tier3,Salaried_Govt,<15k,Below10th,Married,Weekly,>1yr,200,4-5,LocalStore,NoOccasion,Unhappy_NoReturn,Rarely,SalwarSuit|Saree|NightSuit,Cotton|Polyester,Yellow|Orange|Green,Floral|TieDye,500-999,<800,XL,TraditionallyRooted,NoBrandPreference,8,PhysicalStore|WordOfMouth,Buy2Get1,10,5,HighPrice,2
ZF0607,25-34,Central,Metro,Salaried_Pvt,>1L,PostGrad,Married_with_kids,Monthly,1-3mo,2615,4-5,MallStore|D2C_Brand,Wedding,OnceOrTwice,Occasionally,Saree|BeddingSet,Linen|Silk,Black|Blue,Solid|Embroidery,2000-3999,3000-5000,M,HomeFirst,ExperimentsFreely,10,PhysicalStore|Instagram,BundleCombo,2,8,SizingIssue,1
ZF0608,25-34,North,Tier3,Homemaker,15k-30k,12th,Married_with_kids,Bimonthly,>1yr,7000,6+,LocalStore,Diwali|Wedding,Unhappy_NoReturn,Rarely,NightSuit|Saree|SalwarSuit|Kurti,Cotton,White|Blue,Floral|Embroidery|TieDye,2000-3999,<800,3XL+,OccasionDriven,SwitchByPrice,7,WordOfMouth|TV_Newspaper,BundleCombo,2,3,LimitedDesign,0
ZF0609,45-55,Central,Tier3,Homemaker,<15k,Below10th,Married_with_kids,OccasionOnly,6-12mo,1327,2-3,Meesho,Diwali|Wedding,NeverReturned,Occasionally,Kurti|NightSuit|SalwarSuit|CoordSet,Cotton|Rayon,Pink,BlockPrint,500-999,1500-2999,XL,OccasionDriven,SwitchByPrice,7,MeeshoApp|WordOfMouth|WhatsApp,FlatDiscount,10,4,FabricQuality,0
